node_1;node_2;chunk_id;count;edge
mr. dursley;lunchtime;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
mr. dursley;map;301738c0377846e784ed8b1b3c46a026,301738c0377846e784ed8b1b3c46a026,301738c0377846e784ed8b1b3c46a026;3;contextual proximity
mr. dursley;morning;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
mr. dursley;mr. dursley's garden wall;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;2;contextual proximity
mr. dursley;mrs. dursley;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,de8390d2666c4b31ab146f95461b7042;7;contextual proximity
mr. dursley;mrs. next door;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;2;contextual proximity
mr. dursley;nation's owls;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85,91d8ed7b6f43469fbf8c365937777dce;3;contextual proximity
mr. dursley;normal behavior;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;2;contextual proximity
mr. dursley;normal day;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;2;contextual proximity
mr. dursley;not young;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;4;contextual proximity
mr. dursley;noticing strange people;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;4;contextual proximity
mr. dursley;owl-free;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
mr. dursley;owls;4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68,91d8ed7b6f43469fbf8c365937777dce;7;contextual proximity
mr. dursley;people down in the street;4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68;3;contextual proximity
mr. dursley;people in cloaks;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;9;contextual proximity
mr. dursley;petunia;5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;4;contextual proximity
mr. dursley;several important telephone calls;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
mr. dursley;sister of petunia;5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;6;contextual proximity
mr. dursley;son, harry;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
mr. dursley;strangely dressed people;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;8;contextual proximity
mr. dursley;stranger;7873dc4519f8461f8b8d6fcf0737142e,7873dc4519f8461f8b8d6fcf0737142e,7873dc4519f8461f8b8d6fcf0737142e,7873dc4519f8461f8b8d6fcf0737142e;4;contextual proximity
mr. dursley;tabby cat;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;6;contextual proximity
mr. dursley;the dursleys;55fba9390d9b40a9b2080b407539097c,55fba9390d9b40a9b2080b407539097c,55fba9390d9b40a9b2080b407539097c,48e4a5ce2c81495db5523f7dcbc077d6;4;contextual proximity
mr. dursley;the potters;48e4a5ce2c81495db5523f7dcbc077d6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;4;contextual proximity
mr. dursley;the potters, that's right, that's what i heard yes, their son, harry;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
mr. dursley;their son;de8390d2666c4b31ab146f95461b7042,de8390d2666c4b31ab146f95461b7042;2;contextual proximity
mr. dursley;thinking of large order of drills;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;4;contextual proximity
mr. dursley;unusual behavior;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85,91d8ed7b6f43469fbf8c365937777dce;5;contextual proximity
mr. dursley;whispering excitedly;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
mr. dursley;whispering excitedly together;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;4;contextual proximity
mr. dursley's garden wall;mr. dursley;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;2;contextual proximity
mr. dursley's garden wall;tabby cat;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;3;contextual proximity
mr. dursley's garden wall;unusual behavior;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;2;contextual proximity
mrs. dursley;'potter';5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;2;contextual proximity
mrs. dursley;harry;de8390d2666c4b31ab146f95461b7042,de8390d2666c4b31ab146f95461b7042;2;contextual proximity
mrs. dursley;heard the name 'potter';5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;2;contextual proximity
mrs. dursley;lily potter (implied);5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;2;contextual proximity
mrs. dursley;man;d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b;5;contextual proximity
mrs. dursley;mr. dursley;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,de8390d2666c4b31ab146f95461b7042;7;contextual proximity
mrs. dursley;petunia;5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;4;contextual proximity
mrs. dursley;secretary;d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b;2;contextual proximity
mrs. dursley;sister of petunia;5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;6;contextual proximity
mrs. dursley;tabby cat;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;3;contextual proximity
mrs. dursley;their son;de8390d2666c4b31ab146f95461b7042,de8390d2666c4b31ab146f95461b7042;2;contextual proximity
mrs. dursley;unusual behavior;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;2;contextual proximity
mrs. next door;mr. dursley;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;2;contextual proximity
mrs. next door;tabby cat;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;3;contextual proximity
mrs. next door;unusual behavior;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;2;contextual proximity
mrs. potter's family;the dursleys;55fba9390d9b40a9b2080b407539097c,55fba9390d9b40a9b2080b407539097c,55fba9390d9b40a9b2080b407539097c;3;contextual proximity
muggle;stranger;7873dc4519f8461f8b8d6fcf0737142e,7873dc4519f8461f8b8d6fcf0737142e,7873dc4519f8461f8b8d6fcf0737142e,7873dc4519f8461f8b8d6fcf0737142e;4;contextual proximity
muggles;are being downright careless, out on the streets in broad daylight, not even dressed in muggle clothes, swapping rumors;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;2;contextual proximity
muggles;dedalus diggle;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;2;contextual proximity
muggles;disappearance of youknow-who;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;2;contextual proximity
muggles;flocks of owls, shooting stars;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;6;contextual proximity
muggles;have noticed something's going on;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;2;contextual proximity
muggles;muggles have noticed;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;2;contextual proximity
muggles;not completely stupid;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;2;contextual proximity
muggles;people;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;2;contextual proximity
muggles;people are careless, spreading rumors;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;2;contextual proximity
muggles;unusual events;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;2;contextual proximity
muggles have noticed;flocks of owls, shooting stars;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;3;contextual proximity
muggles have noticed;muggles;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;2;contextual proximity
nasty, common name;harry;de8390d2666c4b31ab146f95461b7042,de8390d2666c4b31ab146f95461b7042;2;contextual proximity
nasty, common name;their son;de8390d2666c4b31ab146f95461b7042,de8390d2666c4b31ab146f95461b7042;2;contextual proximity
nation's owls;mr. dursley;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85,91d8ed7b6f43469fbf8c365937777dce;3;contextual proximity
nation's owls;tabby cat;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;3;contextual proximity
nation's owls;unusual behavior;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85,91d8ed7b6f43469fbf8c365937777dce;3;contextual proximity
nephew;man;d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b;5;contextual proximity
nephew;secretary;d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b;2;contextual proximity
nobility;dumbledore;17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd;2;contextual proximity
nobility;powers;17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd;2;contextual proximity
nobility;professor mcgonagall;17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd;2;contextual proximity
nobility;voldemort;17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd;2;contextual proximity
normal behavior;mr. dursley;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;2;contextual proximity
normal behavior;tabby cat;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;3;contextual proximity
normal behavior;unusual behavior;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;2;contextual proximity
normal day;mr. dursley;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;2;contextual proximity
normal day;tabby cat;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;3;contextual proximity
normal day;unusual behavior;2171e130a9bd43c68c02188858261b85,2171e130a9bd43c68c02188858261b85;2;contextual proximity
not being like hogwarts' people;dursleys;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
not being like hogwarts' people;hagrid;5f82479908824d8b840c6a2bedd670c1,5f82479908824d8b840c6a2bedd670c1;2;contextual proximity
not believe the rumor;a piercing stare;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;2;contextual proximity
not believe the rumor;hermione;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;2;contextual proximity
not believe the rumor;voldemort;26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446,26c5b0d9c07d41e7baccd8e596c93446;4;contextual proximity
not completely stupid;flocks of owls, shooting stars;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;3;contextual proximity
not completely stupid;muggles;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;2;contextual proximity
not realizing he had just arrived in a street where everything from his name to his boots was unwelcome;albus dumbledore;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;10;contextual proximity
not realizing he had just arrived in a street where everything from his name to his boots was unwelcome;man;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;2;contextual proximity
not young;looking at the sign;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;2;contextual proximity
not young;mr. dursley;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;4;contextual proximity
not young;strangely dressed people;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;2;contextual proximity
noticing strange people;looking at the sign;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;2;contextual proximity
noticing strange people;mr. dursley;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;4;contextual proximity
noticing strange people;strangely dressed people;5201307e46a34a59b226337712056aac,5201307e46a34a59b226337712056aac;2;contextual proximity
number of feasts and parties on her way here;harry potter;42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3;2;contextual proximity
number of feasts and parties on her way here;professor mcgonagall;42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3;7;contextual proximity
office;man;d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b;5;contextual proximity
office;secretary;d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b;2;contextual proximity
owl-free;he;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;4;contextual proximity
owl-free;mr. dursley;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
owl-free;people in cloaks;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
owls;five different people;4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68;2;contextual proximity
owls;grunnings parking lot;4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68;2;contextual proximity
owls;mr. dursley;4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68,91d8ed7b6f43469fbf8c365937777dce;7;contextual proximity
owls;people down in the street;4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68;2;contextual proximity
people;flocks of owls, shooting stars;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;3;contextual proximity
people;muggles;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;2;contextual proximity
people are careless, spreading rumors;flocks of owls, shooting stars;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;3;contextual proximity
people are careless, spreading rumors;muggles;b734649233ac4eb3bfdab773a79e65ac,b734649233ac4eb3bfdab773a79e65ac;2;contextual proximity
people down in the street;mr. dursley;4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68;3;contextual proximity
people down in the street;owls;4bf0d253006d4bb79aea3ded8b287a68,4bf0d253006d4bb79aea3ded8b287a68;2;contextual proximity
people in cloaks;bakery;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
people in cloaks;collecting tin;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
people in cloaks;fear;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
people in cloaks;five different people;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
people in cloaks;he;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;12;contextual proximity
people in cloaks;lunchtime;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
people in cloaks;man;d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b;5;contextual proximity
people in cloaks;morning;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
people in cloaks;mr. dursley;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;9;contextual proximity
people in cloaks;owl-free;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
people in cloaks;secretary;d7eace97027c48ffa66d081e8995de2b,d7eace97027c48ffa66d081e8995de2b;2;contextual proximity
people in cloaks;several important telephone calls;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
people in cloaks;son, harry;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
people in cloaks;the potters;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
people in cloaks;the potters, that's right, that's what i heard yes, their son, harry;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
people in cloaks;whispering excitedly;2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6,2f27a545789d4b66a01c45b6b84c1bb6;3;contextual proximity
people meeting in secret;harry potter;ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5;6;contextual proximity
petunia;'potter';5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;2;contextual proximity
petunia;heard the name 'potter';5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;2;contextual proximity
petunia;lily potter (implied);5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;2;contextual proximity
petunia;mr. dursley;5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;4;contextual proximity
petunia;mrs. dursley;5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;4;contextual proximity
petunia;sister of petunia;5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca,5e6a39886ae44e48ade45448fc9051ca;6;contextual proximity
potters;harry;de8390d2666c4b31ab146f95461b7042,de8390d2666c4b31ab146f95461b7042;2;contextual proximity
potters;their son;de8390d2666c4b31ab146f95461b7042,de8390d2666c4b31ab146f95461b7042;2;contextual proximity
powers;anxious;17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd;2;contextual proximity
powers;dumbledore;17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd;4;contextual proximity
powers;nobility;17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd;2;contextual proximity
powers;professor mcgonagall;17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd;4;contextual proximity
powers;rumors;17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd;2;contextual proximity
powers;voldemort;17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd;4;contextual proximity
powers;you-know-who;17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd;2;contextual proximity
privet drive;albus dumbledore;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;10;contextual proximity
privet drive;man;8851b56c021a4ef699f2778ff2b00d8a,8851b56c021a4ef699f2778ff2b00d8a;2;contextual proximity
prodded and pinched;harry potter;ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5,ddf9749327e34206a38ea0f8b56be1f5;6;contextual proximity
professor mcgonagall;anxious;17c96105c1404e8fa8440d826854b0dd,17c96105c1404e8fa8440d826854b0dd;2;contextual proximity
professor mcgonagall;baby boy (harry);88ed240dd542497c973d6ff539661096,88ed240dd542497c973d6ff539661096;2;contextual proximity
professor mcgonagall;black hair in a tight bun;42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3,42d677c09af745d2aa2da7095a7609e3;7;contextual proximity
professor mcgonagall;celebrations;4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452,4c47529bd66d4ccaa40e6044ba2fc452;3;contextual proximity
